Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Banu,2021-12-27 19:26:55,00:43:38,,Çok Gizli UFO Projeleri: 1. Sezon: Mavi Kitap Projesinin Bilinmeyenleri (Bölüm 1),,Apple iPhone 11,00:43:39,Not latest view,TR (Turkey)
Banu,2021-12-27 19:26:33,00:00:03,,Çok Gizli UFO Projeleri: 1. Sezon: Sovyetler Birliği'nin Sırları (Bölüm 5),,Apple iPhone 11,00:00:04,Not latest view,TR (Turkey)
Banu,2021-12-27 19:25:49,00:00:08,,Çok Gizli UFO Projeleri: 1. Sezon: Sovyetler Birliği'nin Sırları (Bölüm 5),,Apple iPhone 11,00:00:09,Not latest view,TR (Turkey)
Banu,2021-12-27 03:26:39,00:38:03,,Queen of the South: 2. Sezon: Anne Sevgisi (Bölüm 9),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:38:04,Not latest view,TR (Turkey)
Banu,2021-12-27 02:41:51,00:41:11,,Queen of the South: 2. Sezon: Cüretkâr bir Adım (Bölüm 8),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:41:12,00:41:12,TR (Turkey)
Banu,2021-12-27 02:00:27,00:41:22,,Queen of the South: 2. Sezon: İnancın Bedeli (Bölüm 7),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:41:22,00:41:22,TR (Turkey)
Banu,2021-12-27 01:16:05,00:41:02,,Queen of the South: 2. Sezon: Ölüme Giden Yol (Bölüm 6),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:41:02,00:41:02,TR (Turkey)
Banu,2021-12-27 00:33:49,00:42:08,,Queen of the South: 2. Sezon: Bolivya'nın Doğuşu (Bölüm 5),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:41:17,00:41:17,TR (Turkey)
Banu,2021-12-26 23:49:59,00:41:14,,Queen of the South: 2. Sezon: Yahuda'nın Öpücüğü (Bölüm 4),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:41:15,00:41:15,TR (Turkey)
Banu,2021-12-26 23:08:42,00:41:15,,Queen of the South: 2. Sezon: Şeytan ile Anlaşma (Bölüm 3),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:41:15,00:41:15,TR (Turkey)
Banu,2021-12-26 22:24:35,00:41:23,Autoplayed: user action: User_Interaction; ,Queen of the South: 2. Sezon: Tanrı ve Avukat (Bölüm 2),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:41:23,00:41:23,TR (Turkey)
Banu,2021-12-26 21:34:12,00:40:38,,Queen of the South: 2. Sezon: Mesih'in Bedeni (Bölüm 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:41:37,00:41:37,TR (Turkey)
Banu,2021-12-26 21:07:55,00:26:15,,Queen of the South: 1. Sezon: Yara (Bölüm 13),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:38:55,00:38:55,TR (Turkey)
Banu,2021-12-25 22:59:08,00:48:16,,The Witcher: 1. Sezon: Sonun Başlangıcı (Bölüm 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:48:33,Not latest view,TR (Turkey)
Banu,2021-12-25 22:58:56,00:00:05,Autoplayed: user action: None; ,The Witcher: 1. Sezon: Dört Altın (Bölüm 2),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,Not latest view,TR (Turkey)
Banu,2021-12-25 20:39:18,02:18:04,,Don't Look Up,,Samsung CE 2019 Muse-M UHD TV Smart TV,02:14:00,02:14:00,TR (Turkey)
Banu,2021-12-25 20:38:05,00:01:11,Autoplayed: user action: None; ,Fragman: Don't Look Up,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:01:11,Not latest view,TR (Turkey)
Banu,2021-12-25 20:04:34,00:12:47,Autoplayed: user action: User_Interaction; ,Queen of the South: 1. Sezon: Yara (Bölüm 13),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:12:47,Not latest view,TR (Turkey)
Banu,2021-12-25 19:21:54,00:38:58,Autoplayed: user action: User_Interaction; ,Queen of the South: 1. Sezon: Beş Yüz Bin (Bölüm 12),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:38:58,00:38:58,TR (Turkey)
Banu,2021-12-25 18:19:42,00:40:07,Autoplayed: user action: User_Interaction; ,Queen of the South: 1. Sezon: Dönüşü Olmayan Nokta (Bölüm 11),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:39:46,00:39:46,TR (Turkey)
Banu,2021-12-25 18:19:15,00:00:21,Autoplayed: user action: None; ,Fragman: Don't Look Up,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:21,Not latest view,TR (Turkey)
Banu,2021-12-25 04:56:31,00:00:04,Autoplayed: user action: None; ,Emily in Paris: 1. Sezon: Fransız Finali (Bölüm 7),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:09,Not latest view,TR (Turkey)
Banu,2021-12-25 04:28:55,00:27:34,,Emily in Paris: 1. Sezon: Zevksiz (Bölüm 6),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:27:39,Not latest view,TR (Turkey)
Banu,2021-12-25 04:04:16,00:24:37,,Emily in Paris: 1. Sezon: Sahte Arkadaşlar (Bölüm 5),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:24:45,Not latest view,TR (Turkey)
Banu,2021-12-25 03:38:56,00:25:18,,Emily in Paris: 1. Sezon: Sadece Bir Öpücük (Bölüm 4),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:25:23,Not latest view,TR (Turkey)
Banu,2021-12-25 03:14:22,00:24:32,,"Emily in Paris: 1. Sezon: Seksi mi, Cinsiyetçi mi? (Bölüm 3)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:24:37,Not latest view,TR (Turkey)
Banu,2021-12-25 02:59:11,00:14:43,,Emily in Paris: 1. Sezon: Maskulen Feminen (Bölüm 2),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:24:54,Not latest view,TR (Turkey)
Banu,2021-12-25 02:58:27,00:00:21,Autoplayed: user action: None; ,2. Sezon (Fragman): Emily in Paris,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:21,00:00:21,TR (Turkey)
Banu,2021-12-25 02:58:19,00:00:05,Autoplayed: user action: None; ,The Society: 1. Sezon (Fragman),TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,Not latest view,TR (Turkey)
Banu,2021-12-25 02:58:09,00:00:07,Autoplayed: user action: None; ,1. Sezon (2. Fragman): Spinning Out,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,Not latest view,TR (Turkey)
Banu,2021-12-25 02:57:58,00:00:04,Autoplayed: user action: None; ,Deniz Katedrali (Fragman),TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,Not latest view,TR (Turkey)
Banu,2021-12-25 02:57:40,00:00:11,Autoplayed: user action: None; ,Stateless: Limited Series_hook_02_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:11,Not latest view,TR (Turkey)
Banu,2021-12-25 02:57:05,00:00:30,Autoplayed: user action: None; ,3. Sezon (Kısa Video): Lost in Space,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:30,Not latest view,TR (Turkey)
Banu,2021-12-25 02:56:15,00:00:06,Autoplayed: user action: None; ,Mini Dizi (Kısa Video): Colin in Black & White,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:06,Not latest view,TR (Turkey)
Banu,2021-12-25 02:55:59,00:00:14,Autoplayed: user action: None; ,Self Made: Inspired by the Life of Madam C.J. Walker: Limited Series_PVS_MEGA,,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:14,Not latest view,TR (Turkey)
Banu,2021-12-25 02:55:33,00:00:15,Autoplayed: user action: None; ,1. Sezon (Fragman): La valla,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:15,Not latest view,TR (Turkey)
Banu,2021-12-25 02:54:34,00:00:22,Autoplayed: user action: None; ,Somewhere Between: Season 1_hook_05_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:22,Not latest view,TR (Turkey)
Banu,2021-12-25 02:54:24,00:00:08,Autoplayed: user action: None; ,2. Sezon (Fragman): Undercover,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,00:00:08,TR (Turkey)
Banu,2021-12-25 02:53:38,00:00:25,Autoplayed: user action: None; ,1. Sezon (Kısa Video): The Silent Sea,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:25,00:00:25,TR (Turkey)
Banu,2021-12-25 02:53:13,00:00:06,Autoplayed: user action: None; ,3. Sezon (Fragman): Ozark,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:06,00:00:06,TR (Turkey)
Banu,2021-12-25 02:53:05,00:00:06,Autoplayed: user action: None; ,Mini Dizi (Kısa Video): Clickbait,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:06,Not latest view,TR (Turkey)
Banu,2021-12-25 02:52:57,00:00:04,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Aranyak,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,00:00:04,TR (Turkey)
Banu,2021-12-25 02:52:35,00:00:12,Autoplayed: user action: None; ,2. Sezon (Kısa Video): The Witcher,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:12,00:00:12,TR (Turkey)
Banu,2021-12-25 02:52:24,00:00:07,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Gelecek Günlüğü,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,00:00:07,TR (Turkey)
Banu,2021-12-25 02:52:11,00:00:10,Autoplayed: user action: None; ,Tanıtım Fragmanı: Voir: Filmlerin Gücü,TEASER_TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:10,Not latest view,TR (Turkey)
Banu,2021-12-25 02:52:04,00:00:04,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Super Crooks,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,00:00:04,TR (Turkey)
Banu,2021-12-25 02:51:13,00:00:15,Autoplayed: user action: None; ,Kaplan Kral: Doc Antle Özel Bölümü (Kısa Video): Kaplan Kral: Doc Antle Özel Bölümü,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:15,00:00:15,TR (Turkey)
Banu,2021-12-25 02:51:02,00:00:08,Autoplayed: user action: None; ,1. Sezon (Fragman): Coming Out Colton,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,00:00:08,TR (Turkey)
Banu,2021-12-25 02:50:50,00:00:08,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Dersimiz Çikolata,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,00:00:08,TR (Turkey)
Banu,2021-12-25 02:50:25,00:00:19,Autoplayed: user action: None; ,1. Sezon (Fragman): Single’s Inferno,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:19,00:00:19,TR (Turkey)
Banu,2021-12-25 02:50:11,00:00:09,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Yeni Gençlik: Austin,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:09,00:00:09,TR (Turkey)
Banu,2021-12-25 02:49:54,00:00:09,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Elfler,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:09,00:00:09,TR (Turkey)
Banu,2021-12-25 02:49:41,00:00:04,Autoplayed: user action: None; ,1. Sezon (Kısa Video): The Silent Sea,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,Not latest view,TR (Turkey)
Banu,2021-12-25 02:49:26,00:00:09,Autoplayed: user action: None; ,1. Sezon (Kısa Video): The Girl from Oslo,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:09,Not latest view,TR (Turkey)
Banu,2021-12-25 02:49:11,00:00:12,Autoplayed: user action: None; ,Chicago Med: Chicago Med: Season 1_hook_01_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:12,Not latest view,TR (Turkey)
Banu,2021-12-25 02:48:58,00:00:10,Autoplayed: user action: None; ,Mini Dizi (Kısa Video): Çakallar,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:10,00:00:10,TR (Turkey)
Banu,2021-12-25 02:48:46,00:00:06,Autoplayed: user action: None; ,Mini Dizi (Fragman): Birgit Meier'a Ne Oldu?,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:06,Not latest view,TR (Turkey)
Banu,2021-12-25 02:48:36,00:00:07,Autoplayed: user action: None; ,1. Sezon (2. Kısa Video): Locke & Key,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,00:00:07,TR (Turkey)
Banu,2021-12-25 02:48:16,00:00:16,Autoplayed: user action: None; ,1. Sezon (1. Kısa Video): Emily in Paris,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:16,Not latest view,TR (Turkey)
Banu,2021-12-24 21:47:23,00:41:20,,Queen of the South: 1. Sezon: Sahip Olduğumuz Bu 'Şey' (Bölüm 10),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:41:20,00:41:20,TR (Turkey)
Banu,2021-12-24 21:02:09,00:40:48,Autoplayed: user action: User_Interaction; ,Queen of the South: 1. Sezon: Alabildiğin Kadar Al (Bölüm 9),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:40:48,00:40:48,TR (Turkey)
Banu,2021-12-24 20:20:18,00:39:17,,Queen of the South: 1. Sezon: Sihirli Bilet (Bölüm 8),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:39:17,00:39:17,TR (Turkey)
Banu,2021-12-24 19:22:59,00:39:32,,Queen of the South: 1. Sezon: Kuş Adam (Bölüm 7),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:39:33,00:39:33,TR (Turkey)
Banu,2021-12-24 18:37:20,00:39:16,,Queen of the South: 1. Sezon: Aldatma Kuraldır (Bölüm 6),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:39:16,00:39:16,TR (Turkey)
Banu,2021-12-24 17:53:43,00:39:48,,Queen of the South: 1. Sezon: Bir Ruh. Bir Harita. İki Gelecek. (Bölüm 5),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:39:48,00:39:48,TR (Turkey)
Banu,2021-12-24 17:00:46,00:39:40,,Queen of the South: 1. Sezon: Karanlıkta Açan Çiçek (Bölüm 4),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:39:41,00:39:41,TR (Turkey)
Banu,2021-12-24 16:22:38,00:30:40,,Queen of the South: 1. Sezon: Giriş Stratejisi (Bölüm 3),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:39:52,00:39:52,TR (Turkey)
Banu,2021-12-24 15:34:36,00:09:15,,Queen of the South: 1. Sezon: Giriş Stratejisi (Bölüm 3),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:09:15,Not latest view,TR (Turkey)
Banu,2021-12-24 14:51:35,00:38:48,,Queen of the South: 1. Sezon: 40 Dakika (Bölüm 2),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:38:48,00:38:48,TR (Turkey)
Banu,2021-12-24 13:43:24,00:44:55,Autoplayed: user action: User_Interaction; ,Queen of the South: 1. Sezon: Pilot Bölüm (Bölüm 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:44:56,00:44:56,TR (Turkey)
Banu,2021-12-24 13:42:53,00:00:24,Autoplayed: user action: None; ,Queen of the South: Season 1_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:24,Not latest view,TR (Turkey)
Banu,2021-12-24 13:25:11,00:08:13,,Birgit Meier'a Ne Oldu?: Mini Dizi: 1. Bölüm (Bölüm 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:08:14,00:08:14,TR (Turkey)
Banu,2021-12-24 13:24:58,00:00:07,Autoplayed: user action: None; ,Mini Dizi (Fragman): Birgit Meier'a Ne Oldu?,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,Not latest view,TR (Turkey)
Banu,2021-12-24 13:24:17,00:00:11,Autoplayed: user action: None; ,Peaky Blinders: Season 5_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:11,00:00:11,TR (Turkey)
Banu,2021-12-24 12:55:14,00:27:55,,Çakallar: Mini Dizi: Siren (Bölüm 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:27:55,00:27:55,TR (Turkey)
Banu,2021-12-24 12:55:02,00:00:09,Autoplayed: user action: None; ,Mini Dizi (Kısa Video): Çakallar,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:09,Not latest view,TR (Turkey)
Banu,2021-12-24 12:54:21,00:00:38,Autoplayed: user action: None; ,1. Sezon (Fragman): Dark Desire,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:38,Not latest view,TR (Turkey)
Banu,2021-12-24 12:53:46,00:00:17,Autoplayed: user action: None; ,1. Sezon (Kısa Video): The Girl from Oslo,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:17,Not latest view,TR (Turkey)
Banu,2021-12-24 12:53:38,00:00:04,Autoplayed: user action: None; ,2. Sezon (Kısa Video): The Witcher,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,Not latest view,TR (Turkey)
Banu,2021-12-24 06:27:21,00:19:38,,Emily in Paris: 1. Sezon: Maskulen Feminen (Bölüm 2),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:19:46,Not latest view,TR (Turkey)
Banu,2021-12-24 05:59:19,00:28:00,,Emily in Paris: 1. Sezon: Emily Paris'te (Bölüm 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:28:00,Not latest view,TR (Turkey)
Banu,2021-12-24 05:58:52,00:00:09,Autoplayed: user action: None; ,1. Sezon (1. Kısa Video): Emily in Paris,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:09,Not latest view,TR (Turkey)
Banu,2021-12-24 05:58:26,00:00:08,Autoplayed: user action: None; ,1. Sezon (1. Tanıtım Fragmanı): Selling Tampa,TEASER_TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,Not latest view,TR (Turkey)
Banu,2021-12-24 05:58:05,00:00:05,Autoplayed: user action: None; ,Pose: Season 1_hook_04_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,00:00:05,TR (Turkey)
Banu,2021-12-24 05:57:53,00:00:08,Autoplayed: user action: None; ,StartUp: Season 1_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,00:00:08,TR (Turkey)
Banu,2021-12-24 05:57:26,00:00:24,Autoplayed: user action: None; ,Fragman: Hayatta Kalanlar,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:24,Not latest view,TR (Turkey)
Banu,2021-12-24 05:56:46,00:00:20,Autoplayed: user action: None; ,Chicago Med: Chicago Med: Season 1_hook_03_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:20,00:00:20,TR (Turkey)
Banu,2021-12-24 05:56:37,00:00:06,Autoplayed: user action: None; ,1. Sezon (Kısa Video): The Girl from Oslo,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:06,Not latest view,TR (Turkey)
Banu,2021-12-24 05:27:57,00:27:31,Autoplayed: user action: User_Interaction; ,Sofra Sırları,,Samsung CE 2019 Muse-M UHD TV Smart TV,01:38:00,01:38:00,TR (Turkey)
Banu,2021-12-23 21:32:07,01:30:29,Autoplayed: user action: Unspecified; ,Sofra Sırları,,Samsung CE 2019 Muse-M UHD TV Smart TV,01:33:58,Not latest view,TR (Turkey)
Banu,2021-12-22 21:18:52,01:41:26,,Sofra Sırları,,Samsung CE 2019 Muse-M UHD TV Smart TV,01:36:04,Not latest view,TR (Turkey)
Banu,2021-12-22 21:18:44,00:00:06,Autoplayed: user action: None; ,Sofra Sırları_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:06,00:00:06,TR (Turkey)
Banu,2021-12-22 21:18:13,00:00:08,Autoplayed: user action: None; ,Another Life: 2. Sezon: Göründüğü Gibi Değil (Bölüm 2),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,00:00:08,TR (Turkey)
Banu,2021-12-22 20:53:17,00:23:04,,"Emily in Paris: 2. Sezon: Aşçı, Hırsız, Yok Sayılan Kız ve Sevgilisi (Bölüm 7)",,Samsung CE 2019 Muse-M UHD TV Smart TV,00:23:12,Not latest view,TR (Turkey)
Banu,2021-12-22 20:25:34,00:27:41,,Emily in Paris: 2. Sezon: Bardağı Taşıran Son Damla (Bölüm 6),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:27:49,Not latest view,TR (Turkey)
Banu,2021-12-22 19:59:26,00:25:59,,Emily in Paris: 2. Sezon: Paris'te Bir İngiliz (Bölüm 5),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:26:07,Not latest view,TR (Turkey)
Banu,2021-12-22 19:26:58,00:32:27,,Emily in Paris: 2. Sezon: Unutulmayan Sevgili (Bölüm 4),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:32:35,Not latest view,TR (Turkey)
Banu,2021-12-22 19:02:03,00:24:53,,Emily in Paris: 2. Sezon: Bon Anniversaire! (Bölüm 3),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:25:01,Not latest view,TR (Turkey)
Banu,2021-12-22 18:36:22,00:25:38,,Emily in Paris: 2. Sezon: St. Tropez'de Tek Başına (Bölüm 2),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:25:46,Not latest view,TR (Turkey)
Banu,2021-12-22 18:11:49,00:24:30,,Emily in Paris: 2. Sezon: Benimle Uyumak İster misin? (Bölüm 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:24:30,Not latest view,TR (Turkey)
Banu,2021-12-22 18:09:07,00:02:40,,1. Sezon (Özet): Emily in Paris,RECAP,Samsung CE 2019 Muse-M UHD TV Smart TV,00:02:40,00:02:40,TR (Turkey)
Banu,2021-12-22 18:08:56,00:00:08,Autoplayed: user action: None; ,Sofra Sırları_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,Not latest view,TR (Turkey)
Banu,2021-12-22 18:08:44,00:00:09,Autoplayed: user action: None; ,1. Sezon (Fragman): Emily in Paris,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:09,00:00:09,TR (Turkey)
Banu,2021-12-18 20:09:01,01:55:06,,Yabancı,,Samsung CE 2019 Muse-M UHD TV Smart TV,01:55:07,Not latest view,TR (Turkey)
Banu,2021-12-18 20:08:52,00:00:06,Autoplayed: user action: None; ,The Outsider_hook_08_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:06,Not latest view,TR (Turkey)
Banu,2021-12-18 20:08:43,00:00:06,Autoplayed: user action: None; ,İlk Maç (Fragman),TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,00:00:07,TR (Turkey)
Banu,2021-12-18 20:08:36,00:00:04,Autoplayed: user action: None; ,Gun City (Fragman),TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,Not latest view,TR (Turkey)
Banu,2021-12-18 20:08:11,00:00:07,Autoplayed: user action: None; ,Mercenary_hook_02_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,00:00:07,TR (Turkey)
Banu,2021-12-18 20:07:56,00:00:04,Autoplayed: user action: None; ,The Hand of God (Kısa Video): The Hand of God,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,Not latest view,TR (Turkey)
Banu,2021-12-17 19:54:51,00:00:38,,Paralı Asker (Fragman),TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:38,00:00:38,TR (Turkey)
Banu,2021-12-17 19:52:51,00:01:58,,Fragman: The Hand of God,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:01:58,Not latest view,TR (Turkey)
Banu,2021-12-17 19:50:14,00:02:34,,2. Sezon (Fragman): The Witcher,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:02:34,Not latest view,TR (Turkey)
Banu,2021-12-17 18:18:40,01:31:33,,Ufak Suçlar,,Samsung CE 2019 Muse-M UHD TV Smart TV,01:31:33,Not latest view,TR (Turkey)
Banu,2021-12-17 18:17:58,00:00:09,Autoplayed: user action: None; ,1. Sezon (Tanıtım Fragmanı): Kulüp,TEASER_TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:09,00:00:09,TR (Turkey)
Banu,2021-12-17 18:17:45,00:00:07,Autoplayed: user action: None; ,Bordertown: Mural Murders_hook_01_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,Not latest view,TR (Turkey)
Banu,2021-12-17 18:17:12,00:00:12,Autoplayed: user action: None; ,The Hand of God (Kısa Video): The Hand of God,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:12,Not latest view,TR (Turkey)
Banu,2021-12-17 18:17:04,00:00:05,Autoplayed: user action: None; ,2. Sezon (Kısa Video): The Witcher,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,00:00:05,TR (Turkey)
Banu,2021-12-17 18:16:49,00:00:06,Autoplayed: user action: None; ,Stateless: Limited Series_hook_02_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:06,Not latest view,TR (Turkey)
Banu,2021-12-17 18:16:34,00:00:06,Autoplayed: user action: None; ,Somewhere Between: Season 1_hook_05_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:06,Not latest view,TR (Turkey)
Banu,2021-12-17 18:16:05,00:00:08,Autoplayed: user action: None; ,American Crime Story: The Assassination of Gianni Versace_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,Not latest view,TR (Turkey)
Banu,2021-12-17 18:15:59,00:00:04,Autoplayed: user action: None; ,Cenaze (Kısa Video): How to Ruin Christmas,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,00:00:04,TR (Turkey)
Banu,2021-12-17 18:15:51,00:00:05,Autoplayed: user action: None; ,Mini Dizi (Kısa Video): Çakallar,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,Not latest view,TR (Turkey)
Banu,2021-12-17 18:15:19,00:00:15,Autoplayed: user action: None; ,2. Sezon (Fragman): The Witcher,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:15,Not latest view,TR (Turkey)
Banu,2021-12-17 17:01:56,01:05:40,Autoplayed: user action: User_Interaction; ,Two,,Samsung CE 2019 Muse-M UHD TV Smart TV,01:05:41,01:05:41,TR (Turkey)
Banu,2021-12-16 22:51:36,00:02:40,,Ufak Suçlar (Fragman),TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:02:40,Not latest view,TR (Turkey)
Banu,2021-12-16 22:49:58,00:01:35,,5. Kısım Son 5 Bölüm (Fragman): La casa de papel,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:01:35,00:01:35,TR (Turkey)
Banu,2021-12-16 22:47:58,00:01:58,Autoplayed: user action: None; ,Fragman: The Hand of God,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:01:58,Not latest view,TR (Turkey)
